id,date,ward,prev,beds,cots,pts,adm,disch,tin,tout,deaths
4744,,CDU,7,10,4,8,5,6,2,3,1
4745,,ICU,4,6,3,5,3,3,1,2,0
4746,,Recovery,9,18,5,14,8,7,3,5,1
4747,,Emergency,10,22,7,16,12,10,4,6,2
4748,,Site Clinic,6,10,3,8,5,4,2,3,0
4749,,Sub-Total,81,141,41,94,63,60,24,36,7
4750,,Nursery,3,5,1,3,2,2,1,1,0
4751,,Total,84,146,42,97,65,62,25,37,7
4752,,Med/Surg,10,20,5,15,10,8,5,6,1
4753,,Mat/Surg,8,15,3,12,6,9,3,4,0
4754,,Lying-In,12,25,6,18,14,13,4,7,2
4755,,NICU,5,8,2,6,3,4,1,2,0
4756,,CDU,7,10,4,8,5,6,2,3,1
4757,,ICU,4,6,3,5,3,3,1,2,0
4758,,Recovery,9,18,5,14,8,7,3,5,1
4759,,Emergency,10,22,7,16,12,10,4,6,2
4760,,Site Clinic,6,10,3,8,5,4,2,3,0
4761,,Sub-Total,81,141,41,94,63,60,24,36,7
4762,,Nursery,3,5,1,3,2,2,1,1,0
4763,,Total,84,146,42,97,65,62,25,37,7
4764,,Med/Surg,10,20,5,15,10,8,5,6,1
4765,,Mat/Surg,8,15,3,12,6,9,3,4,0
4766,,Lying-In,12,25,6,18,14,13,4,7,2
4767,,NICU,5,8,2,6,3,4,1,2,0
4768,,CDU,7,10,4,8,5,6,2,3,1
4769,,ICU,4,6,3,5,3,3,1,2,0
4770,,Recovery,9,18,5,14,8,7,3,5,1
4771,,Emergency,10,22,7,16,12,10,4,6,2
4772,,Site Clinic,6,10,3,8,5,4,2,3,0
4773,,Sub-Total,81,141,41,94,63,60,24,36,7
4774,,Nursery,3,5,1,3,2,2,1,1,0
4775,,Total,84,146,42,97,65,62,25,37,7
4776,,Med/Surg,10,20,5,15,10,8,5,6,1
4777,,Mat/Surg,8,15,3,12,6,9,3,4,0
4778,,Lying-In,12,25,6,18,14,13,4,7,2
4779,,NICU,5,8,2,6,3,4,1,2,0
4780,,CDU,7,10,4,8,5,6,2,3,1
4781,,ICU,4,6,3,5,3,3,1,2,0
4782,,Recovery,9,18,5,14,8,7,3,5,1
4783,,Emergency,10,22,7,16,12,10,4,6,2
4784,,Site Clinic,6,10,3,8,5,4,2,3,0
4785,,Sub-Total,81,141,41,94,63,60,24,36,7
4786,,Nursery,3,5,1,3,2,2,1,1,0
4787,,Total,84,146,42,97,65,62,25,37,7
4788,,Med/Surg,10,20,5,15,10,8,5,6,1
4789,,Mat/Surg,8,15,3,12,6,9,3,4,0
4790,,Lying-In,12,25,6,18,14,13,4,7,2
4791,,NICU,5,8,2,6,3,4,1,2,0
4792,,CDU,7,10,4,8,5,6,2,3,1
4793,,ICU,4,6,3,5,3,3,1,2,0
4794,,Recovery,9,18,5,14,8,7,3,5,1
4795,,Emergency,10,22,7,16,12,10,4,6,2
4796,,Site Clinic,6,10,3,8,5,4,2,3,0
4797,,Sub-Total,81,141,41,94,63,60,24,36,7
4798,,Nursery,3,5,1,3,2,2,1,1,0
4799,,Total,84,146,42,97,65,62,25,37,7
4800,,Med/Surg,10,20,5,15,10,8,5,6,1
4801,,Mat/Surg,8,15,3,12,6,9,3,4,0
4802,,Lying-In,12,25,6,18,14,13,4,7,2
4803,,NICU,5,8,2,6,3,4,1,2,0
4804,,CDU,7,10,4,8,5,6,2,3,1
4805,,ICU,4,6,3,5,3,3,1,2,0
4806,,Recovery,9,18,5,14,8,7,3,5,1
4807,,Emergency,10,22,7,16,12,10,4,6,2
4808,,Site Clinic,6,10,3,8,5,4,2,3,0
4809,,Sub-Total,81,141,41,94,63,60,24,36,7
4810,,Nursery,3,5,1,3,2,2,1,1,0
4811,,Total,84,146,42,97,65,62,25,37,7
4812,,Med/Surg,10,20,5,15,10,8,5,6,1
4813,,Mat/Surg,8,15,3,12,6,9,3,4,0
4814,,Lying-In,12,25,6,18,14,13,4,7,2
4815,,NICU,5,8,2,6,3,4,1,2,0
4816,,CDU,7,10,4,8,5,6,2,3,1
4817,,ICU,4,6,3,5,3,3,1,2,0
4818,,Recovery,9,18,5,14,8,7,3,5,1
4819,,Emergency,10,22,7,16,12,10,4,6,2
4820,,Site Clinic,6,10,3,8,5,4,2,3,0
4821,,Sub-Total,81,141,41,94,63,60,24,36,7
4822,,Nursery,3,5,1,3,2,2,1,1,0
4823,,Total,84,146,42,97,65,62,25,37,7
4824,,Med/Surg,10,20,5,15,10,8,5,6,1
4825,,Mat/Surg,8,15,3,12,6,9,3,4,0
4826,,Lying-In,12,25,6,18,14,13,4,7,2
4827,,NICU,5,8,2,6,3,4,1,2,0
4828,,CDU,7,10,4,8,5,6,2,3,1
4829,,ICU,4,6,3,5,3,3,1,2,0
4830,,Recovery,9,18,5,14,8,7,3,5,1
4831,,Emergency,10,22,7,16,12,10,4,6,2
4832,,Site Clinic,6,10,3,8,5,4,2,3,0
4833,,Sub-Total,81,141,41,94,63,60,24,36,7
4834,,Nursery,3,5,1,3,2,2,1,1,0
4835,,Total,84,146,42,97,65,62,25,37,7
4836,,Med/Surg,10,20,5,15,10,8,5,6,1
4837,,Mat/Surg,8,15,3,12,6,9,3,4,0
4838,,Lying-In,12,25,6,18,14,13,4,7,2
4839,,NICU,5,8,2,6,3,4,1,2,0
4840,,CDU,7,10,4,8,5,6,2,3,1
4841,,ICU,4,6,3,5,3,3,1,2,0
4842,,Recovery,9,18,5,14,8,7,3,5,1
4843,,Emergency,10,22,7,16,12,10,4,6,2
4844,,Site Clinic,6,10,3,8,5,4,2,3,0
4845,,Sub-Total,81,141,41,94,63,60,24,36,7
4846,,Nursery,3,5,1,3,2,2,1,1,0
4847,,Total,84,146,42,97,65,62,25,37,7
4848,,Med/Surg,10,20,5,15,10,8,5,6,1
4849,,Mat/Surg,8,15,3,12,6,9,3,4,0
4850,,Lying-In,12,25,6,18,14,13,4,7,2
4851,,NICU,5,8,2,6,3,4,1,2,0
4852,,CDU,7,10,4,8,5,6,2,3,1
4853,,ICU,4,6,3,5,3,3,1,2,0
4854,,Recovery,9,18,5,14,8,7,3,5,1
4855,,Emergency,10,22,7,16,12,10,4,6,2
4856,,Site Clinic,6,10,3,8,5,4,2,3,0
4857,,Sub-Total,81,141,41,94,63,60,24,36,7
4858,,Nursery,3,5,1,3,2,2,1,1,0
4859,,Total,84,146,42,97,65,62,25,37,7
4860,,Med/Surg,10,20,5,15,10,8,5,6,1
4861,,Mat/Surg,8,15,3,12,6,9,3,4,0
4862,,Lying-In,12,25,6,18,14,13,4,7,2
4863,,NICU,5,8,2,6,3,4,1,2,0
4864,,CDU,7,10,4,8,5,6,2,3,1
4865,,ICU,4,6,3,5,3,3,1,2,0
4866,,Recovery,9,18,5,14,8,7,3,5,1
4867,,Emergency,10,22,7,16,12,10,4,6,2
4868,,Site Clinic,6,10,3,8,5,4,2,3,0
4869,,Sub-Total,81,141,41,94,63,60,24,36,7
4870,,Nursery,3,5,1,3,2,2,1,1,0
4871,,Total,84,146,42,97,65,62,25,37,7
4872,,Med/Surg,10,20,5,15,10,8,5,6,1
4873,,Mat/Surg,8,15,3,12,6,9,3,4,0
4874,,Lying-In,12,25,6,18,14,13,4,7,2
4875,,NICU,5,8,2,6,3,4,1,2,0
4876,,CDU,7,10,4,8,5,6,2,3,1
4877,,ICU,4,6,3,5,3,3,1,2,0
4878,,Recovery,9,18,5,14,8,7,3,5,1
4879,,Emergency,10,22,7,16,12,10,4,6,2
4880,,Site Clinic,6,10,3,8,5,4,2,3,0
4881,,Sub-Total,81,141,41,94,63,60,24,36,7
4882,,Nursery,3,5,1,3,2,2,1,1,0
4883,,Total,84,146,42,97,65,62,25,37,7
4884,,Med/Surg,10,20,5,15,10,8,5,6,1
4885,,Mat/Surg,8,15,3,12,6,9,3,4,0
4886,,Lying-In,12,25,6,18,14,13,4,7,2
4887,,NICU,5,8,2,6,3,4,1,2,0
4888,,CDU,7,10,4,8,5,6,2,3,1
4889,,ICU,4,6,3,5,3,3,1,2,0
4890,,Recovery,9,18,5,14,8,7,3,5,1
4891,,Emergency,10,22,7,16,12,10,4,6,2
4892,,Site Clinic,6,10,3,8,5,4,2,3,0
4893,,Sub-Total,81,141,41,94,63,60,24,36,7
4894,,Nursery,3,5,1,3,2,2,1,1,0
4895,,Total,84,146,42,97,65,62,25,37,7
4896,,Med/Surg,10,20,5,15,10,8,5,6,1
4897,,Mat/Surg,8,15,3,12,6,9,3,4,0
4898,,Lying-In,12,25,6,18,14,13,4,7,2
4899,,NICU,5,8,2,6,3,4,1,2,0
4900,,CDU,7,10,4,8,5,6,2,3,1
4901,,ICU,4,6,3,5,3,3,1,2,0
4902,,Recovery,9,18,5,14,8,7,3,5,1
4903,,Emergency,10,22,7,16,12,10,4,6,2
4904,,Site Clinic,6,10,3,8,5,4,2,3,0
4905,,Sub-Total,81,141,41,94,63,60,24,36,7
4906,,Nursery,3,5,1,3,2,2,1,1,0
4907,,Total,84,146,42,97,65,62,25,37,7
4908,,Med/Surg,10,20,5,15,10,8,5,6,1
4909,,Mat/Surg,8,15,3,12,6,9,3,4,0
4910,,Lying-In,12,25,6,18,14,13,4,7,2
4911,,NICU,5,8,2,6,3,4,1,2,0
4912,,CDU,7,10,4,8,5,6,2,3,1
4913,,ICU,4,6,3,5,3,3,1,2,0
4914,,Recovery,9,18,5,14,8,7,3,5,1
4915,,Emergency,10,22,7,16,12,10,4,6,2
4916,,Site Clinic,6,10,3,8,5,4,2,3,0
4917,,Sub-Total,81,141,41,94,63,60,24,36,7
4918,,Nursery,3,5,1,3,2,2,1,1,0
4919,,Total,84,146,42,97,65,62,25,37,7
4920,,Med/Surg,10,20,5,15,10,8,5,6,1
4921,,Mat/Surg,8,15,3,12,6,9,3,4,0
4922,,Lying-In,12,25,6,18,14,13,4,7,2
4923,,NICU,5,8,2,6,3,4,1,2,0
4924,,CDU,7,10,4,8,5,6,2,3,1
4925,,ICU,4,6,3,5,3,3,1,2,0
4926,,Recovery,9,18,5,14,8,7,3,5,1
4927,,Emergency,10,22,7,16,12,10,4,6,2
4928,,Site Clinic,6,10,3,8,5,4,2,3,0
4929,,Sub-Total,81,141,41,94,63,60,24,36,7
4930,,Nursery,3,5,1,3,2,2,1,1,0
4931,,Total,84,146,42,97,65,62,25,37,7
4932,,Med/Surg,10,20,5,15,10,8,5,6,1
4933,,Mat/Surg,8,15,3,12,6,9,3,4,0
4934,,Lying-In,12,25,6,18,14,13,4,7,2
4935,,NICU,5,8,2,6,3,4,1,2,0
4936,,CDU,7,10,4,8,5,6,2,3,1
4937,,ICU,4,6,3,5,3,3,1,2,0
4938,,Recovery,9,18,5,14,8,7,3,5,1
4939,,Emergency,10,22,7,16,12,10,4,6,2
4940,,Site Clinic,6,10,3,8,5,4,2,3,0
4941,,Sub-Total,81,141,41,94,63,60,24,36,7
4942,,Nursery,3,5,1,3,2,2,1,1,0
4943,,Total,84,146,42,97,65,62,25,37,7
4944,,Med/Surg,10,20,5,15,10,8,5,6,1
4945,,Mat/Surg,8,15,3,12,6,9,3,4,0
4946,,Lying-In,12,25,6,18,14,13,4,7,2
4947,,NICU,5,8,2,6,3,4,1,2,0
4948,,CDU,7,10,4,8,5,6,2,3,1
4949,,ICU,4,6,3,5,3,3,1,2,0
4950,,Recovery,9,18,5,14,8,7,3,5,1
4951,,Emergency,10,22,7,16,12,10,4,6,2
4952,,Site Clinic,6,10,3,8,5,4,2,3,0
4953,,Sub-Total,81,141,41,94,63,60,24,36,7
4954,,Nursery,3,5,1,3,2,2,1,1,0
4955,,Total,84,146,42,97,65,62,25,37,7
4956,,Med/Surg,10,20,5,15,10,8,5,6,1
4957,,Mat/Surg,8,15,3,12,6,9,3,4,0
4958,,Lying-In,12,25,6,18,14,13,4,7,2
4959,,NICU,5,8,2,6,3,4,1,2,0
4960,,CDU,7,10,4,8,5,6,2,3,1
4961,,ICU,4,6,3,5,3,3,1,2,0
4962,,Recovery,9,18,5,14,8,7,3,5,1
4963,,Emergency,10,22,7,16,12,10,4,6,2
4964,,Site Clinic,6,10,3,8,5,4,2,3,0
4965,,Sub-Total,81,141,41,94,63,60,24,36,7
4966,,Nursery,3,5,1,3,2,2,1,1,0
4967,,Total,84,146,42,97,65,62,25,37,7
4968,,Med/Surg,10,20,5,15,10,8,5,6,1
4969,,Mat/Surg,8,15,3,12,6,9,3,4,0
4970,,Lying-In,12,25,6,18,14,13,4,7,2
4971,,NICU,5,8,2,6,3,4,1,2,0
4972,,CDU,7,10,4,8,5,6,2,3,1
4973,,ICU,4,6,3,5,3,3,1,2,0
4974,,Recovery,9,18,5,14,8,7,3,5,1
4975,,Emergency,10,22,7,16,12,10,4,6,2
4976,,Site Clinic,6,10,3,8,5,4,2,3,0
4977,,Sub-Total,81,141,41,94,63,60,24,36,7
4978,,Nursery,3,5,1,3,2,2,1,1,0
4979,,Total,84,146,42,97,65,62,25,37,7
4980,,Med/Surg,10,20,5,15,10,8,5,6,1
4981,,Mat/Surg,8,15,3,12,6,9,3,4,0
4982,,Lying-In,12,25,6,18,14,13,4,7,2
4983,,NICU,5,8,2,6,3,4,1,2,0
4984,,CDU,7,10,4,8,5,6,2,3,1
4985,,ICU,4,6,3,5,3,3,1,2,0
4986,,Recovery,9,18,5,14,8,7,3,5,1
4987,,Emergency,10,22,7,16,12,10,4,6,2
4988,,Site Clinic,6,10,3,8,5,4,2,3,0
4989,,Sub-Total,81,141,41,94,63,60,24,36,7
4990,,Nursery,3,5,1,3,2,2,1,1,0
4991,,Total,84,146,42,97,65,62,25,37,7
4992,,Med/Surg,10,20,5,15,10,8,5,6,1
4993,,Mat/Surg,8,15,3,12,6,9,3,4,0
4994,,Lying-In,12,25,6,18,14,13,4,7,2
4995,,NICU,5,8,2,6,3,4,1,2,0
4996,,CDU,7,10,4,8,5,6,2,3,1
4997,,ICU,4,6,3,5,3,3,1,2,0
4998,,Recovery,9,18,5,14,8,7,3,5,1
4999,,Emergency,10,22,7,16,12,10,4,6,2
5000,,Site Clinic,6,10,3,8,5,4,2,3,0
5001,,Sub-Total,81,141,41,94,63,60,24,36,7
5002,,Nursery,3,5,1,3,2,2,1,1,0
5003,,Total,84,146,42,97,65,62,25,37,7
5004,,Med/Surg,10,20,5,15,10,8,5,6,1
5005,,Mat/Surg,8,15,3,12,6,9,3,4,0
5006,,Lying-In,12,25,6,18,14,13,4,7,2
5007,,NICU,5,8,2,6,3,4,1,2,0
5008,,CDU,7,10,4,8,5,6,2,3,1
5009,,ICU,4,6,3,5,3,3,1,2,0
5010,,Recovery,9,18,5,14,8,7,3,5,1
5011,,Emergency,10,22,7,16,12,10,4,6,2
5012,,Site Clinic,6,10,3,8,5,4,2,3,0
5013,,Sub-Total,81,141,41,94,63,60,24,36,7
5014,,Nursery,3,5,1,3,2,2,1,1,0
5015,,Total,84,146,42,97,65,62,25,37,7
5016,,Med/Surg,10,20,5,15,10,8,5,6,1
5017,,Mat/Surg,8,15,3,12,6,9,3,4,0
5018,,Lying-In,12,25,6,18,14,13,4,7,2
5019,,NICU,5,8,2,6,3,4,1,2,0
5020,,CDU,7,10,4,8,5,6,2,3,1
5021,,ICU,4,6,3,5,3,3,1,2,0
5022,,Recovery,9,18,5,14,8,7,3,5,1
5023,,Emergency,10,22,7,16,12,10,4,6,2
5024,,Site Clinic,6,10,3,8,5,4,2,3,0
5025,,Sub-Total,81,141,41,94,63,60,24,36,7
5026,,Nursery,3,5,1,3,2,2,1,1,0
5027,,Total,84,146,42,97,65,62,25,37,7
5028,,Med/Surg,10,20,5,15,10,8,5,6,1
5029,,Mat/Surg,8,15,3,12,6,9,3,4,0
5030,,Lying-In,12,25,6,18,14,13,4,7,2
5031,,NICU,5,8,2,6,3,4,1,2,0
5032,,CDU,7,10,4,8,5,6,2,3,1
5033,,ICU,4,6,3,5,3,3,1,2,0
5034,,Recovery,9,18,5,14,8,7,3,5,1
5035,,Emergency,10,22,7,16,12,10,4,6,2
5036,,Site Clinic,6,10,3,8,5,4,2,3,0
5037,,Sub-Total,81,141,41,94,63,60,24,36,7
5038,,Nursery,3,5,1,3,2,2,1,1,0
5039,,Total,84,146,42,97,65,62,25,37,7
5040,,Med/Surg,10,20,5,15,10,8,5,6,1
5041,,Mat/Surg,8,15,3,12,6,9,3,4,0
5042,,Lying-In,12,25,6,18,14,13,4,7,2
5043,,NICU,5,8,2,6,3,4,1,2,0
5044,,CDU,7,10,4,8,5,6,2,3,1
5045,,ICU,4,6,3,5,3,3,1,2,0
5046,,Recovery,9,18,5,14,8,7,3,5,1
5047,,Emergency,10,22,7,16,12,10,4,6,2
5048,,Site Clinic,6,10,3,8,5,4,2,3,0
5049,,Sub-Total,81,141,41,94,63,60,24,36,7
5050,,Nursery,3,5,1,3,2,2,1,1,0
5051,,Total,84,146,42,97,65,62,25,37,7
5052,,Med/Surg,10,20,5,15,10,8,5,6,1
5053,,Mat/Surg,8,15,3,12,6,9,3,4,0
5054,,Lying-In,12,25,6,18,14,13,4,7,2
5055,,NICU,5,8,2,6,3,4,1,2,0
5056,,CDU,7,10,4,8,5,6,2,3,1
5057,,ICU,4,6,3,5,3,3,1,2,0
5058,,Recovery,9,18,5,14,8,7,3,5,1
5059,,Emergency,10,22,7,16,12,10,4,6,2
5060,,Site Clinic,6,10,3,8,5,4,2,3,0
5061,,Sub-Total,81,141,41,94,63,60,24,36,7
5062,,Nursery,3,5,1,3,2,2,1,1,0
5063,,Total,84,146,42,97,65,62,25,37,7
5064,,Med/Surg,10,20,5,15,10,8,5,6,1
5065,,Mat/Surg,8,15,3,12,6,9,3,4,0
5066,,Lying-In,12,25,6,18,14,13,4,7,2
5067,,NICU,5,8,2,6,3,4,1,2,0
5068,,CDU,7,10,4,8,5,6,2,3,1
5069,,ICU,4,6,3,5,3,3,1,2,0
5070,,Recovery,9,18,5,14,8,7,3,5,1
5071,,Emergency,10,22,7,16,12,10,4,6,2
5072,,Site Clinic,6,10,3,8,5,4,2,3,0
5073,,Sub-Total,81,141,41,94,63,60,24,36,7
5074,,Nursery,3,5,1,3,2,2,1,1,0
5075,,Total,84,146,42,97,65,62,25,37,7
5076,,Med/Surg,10,20,5,15,10,8,5,6,1
5077,,Mat/Surg,8,15,3,12,6,9,3,4,0
5078,,Lying-In,12,25,6,18,14,13,4,7,2
5079,,NICU,5,8,2,6,3,4,1,2,0
5080,,CDU,7,10,4,8,5,6,2,3,1
5081,,ICU,4,6,3,5,3,3,1,2,0
5082,,Recovery,9,18,5,14,8,7,3,5,1
5083,,Emergency,10,22,7,16,12,10,4,6,2
5084,,Site Clinic,6,10,3,8,5,4,2,3,0
5085,,Sub-Total,81,141,41,94,63,60,24,36,7
5086,,Nursery,3,5,1,3,2,2,1,1,0
5087,,Total,84,146,42,97,65,62,25,37,7
5088,,Med/Surg,10,20,5,15,10,8,5,6,1
5089,,Mat/Surg,8,15,3,12,6,9,3,4,0
5090,,Lying-In,12,25,6,18,14,13,4,7,2
5091,,NICU,5,8,2,6,3,4,1,2,0
5092,,CDU,7,10,4,8,5,6,2,3,1
5093,,ICU,4,6,3,5,3,3,1,2,0
5094,,Recovery,9,18,5,14,8,7,3,5,1
5095,,Emergency,10,22,7,16,12,10,4,6,2
5096,,Site Clinic,6,10,3,8,5,4,2,3,0
5097,,Sub-Total,81,141,41,94,63,60,24,36,7
5098,,Nursery,3,5,1,3,2,2,1,1,0
5099,,Total,84,146,42,97,65,62,25,37,7
5100,,Med/Surg,10,20,5,15,10,8,5,6,1
5101,,Mat/Surg,8,15,3,12,6,9,3,4,0
5102,,Lying-In,12,25,6,18,14,13,4,7,2
5103,,NICU,5,8,2,6,3,4,1,2,0
5104,,CDU,7,10,4,8,5,6,2,3,1
5105,,ICU,4,6,3,5,3,3,1,2,0
5106,,Recovery,9,18,5,14,8,7,3,5,1
5107,,Emergency,10,22,7,16,12,10,4,6,2
5108,,Site Clinic,6,10,3,8,5,4,2,3,0
5109,,Sub-Total,81,141,41,94,63,60,24,36,7
5110,,Nursery,3,5,1,3,2,2,1,1,0
5111,,Total,84,146,42,97,65,62,25,37,7
5112,,Med/Surg,10,20,5,15,10,8,5,6,1
5113,,Mat/Surg,8,15,3,12,6,9,3,4,0
5114,,Lying-In,12,25,6,18,14,13,4,7,2
5115,,NICU,5,8,2,6,3,4,1,2,0
5116,,CDU,7,10,4,8,5,6,2,3,1
5117,,ICU,4,6,3,5,3,3,1,2,0
5118,,Recovery,9,18,5,14,8,7,3,5,1
5119,,Emergency,10,22,7,16,12,10,4,6,2
5120,,Site Clinic,6,10,3,8,5,4,2,3,0
5121,,Sub-Total,81,141,41,94,63,60,24,36,7
5122,,Nursery,3,5,1,3,2,2,1,1,0
5123,,Total,84,146,42,97,65,62,25,37,7
5124,,Med/Surg,10,20,5,15,10,8,5,6,1
5125,,Mat/Surg,8,15,3,12,6,9,3,4,0
5126,,Lying-In,12,25,6,18,14,13,4,7,2
5127,,NICU,5,8,2,6,3,4,1,2,0
5128,,CDU,7,10,4,8,5,6,2,3,1
5129,,ICU,4,6,3,5,3,3,1,2,0
5130,,Recovery,9,18,5,14,8,7,3,5,1
5131,,Emergency,10,22,7,16,12,10,4,6,2
5132,,Site Clinic,6,10,3,8,5,4,2,3,0
5133,,Sub-Total,81,141,41,94,63,60,24,36,7
5134,,Nursery,3,5,1,3,2,2,1,1,0
5135,,Total,84,146,42,97,65,62,25,37,7
5136,,Med/Surg,10,20,5,15,10,8,5,6,1
5137,,Mat/Surg,8,15,3,12,6,9,3,4,0
5138,,Lying-In,12,25,6,18,14,13,4,7,2
5139,,NICU,5,8,2,6,3,4,1,2,0
5140,,CDU,7,10,4,8,5,6,2,3,1
5141,,ICU,4,6,3,5,3,3,1,2,0
5142,,Recovery,9,18,5,14,8,7,3,5,1
5143,,Emergency,10,22,7,16,12,10,4,6,2
5144,,Site Clinic,6,10,3,8,5,4,2,3,0
5145,,Sub-Total,81,141,41,94,63,60,24,36,7
5146,,Nursery,3,5,1,3,2,2,1,1,0
5147,,Total,84,146,42,97,65,62,25,37,7
5148,,Med/Surg,10,20,5,15,10,8,5,6,1
5149,,Mat/Surg,8,15,3,12,6,9,3,4,0
5150,,Lying-In,12,25,6,18,14,13,4,7,2
5151,,NICU,5,8,2,6,3,4,1,2,0
5152,,CDU,7,10,4,8,5,6,2,3,1
5153,,ICU,4,6,3,5,3,3,1,2,0
5154,,Recovery,9,18,5,14,8,7,3,5,1
5155,,Emergency,10,22,7,16,12,10,4,6,2
5156,,Site Clinic,6,10,3,8,5,4,2,3,0
5157,,Sub-Total,81,141,41,94,63,60,24,36,7
5158,,Nursery,3,5,1,3,2,2,1,1,0
5159,,Total,84,146,42,97,65,62,25,37,7
5160,,Med/Surg,10,20,5,15,10,8,5,6,1
5161,,Mat/Surg,8,15,3,12,6,9,3,4,0
5162,,Lying-In,12,25,6,18,14,13,4,7,2
5163,,NICU,5,8,2,6,3,4,1,2,0
5164,,CDU,7,10,4,8,5,6,2,3,1
5165,,ICU,4,6,3,5,3,3,1,2,0
5166,,Recovery,9,18,5,14,8,7,3,5,1
5167,,Emergency,10,22,7,16,12,10,4,6,2
5168,,Site Clinic,6,10,3,8,5,4,2,3,0
5169,,Sub-Total,81,141,41,94,63,60,24,36,7
5170,,Nursery,3,5,1,3,2,2,1,1,0
5171,,Total,84,146,42,97,65,62,25,37,7
5172,,Med/Surg,10,20,5,15,10,8,5,6,1
5173,,Mat/Surg,8,15,3,12,6,9,3,4,0
5174,,Lying-In,12,25,6,18,14,13,4,7,2
5175,,NICU,5,8,2,6,3,4,1,2,0
5176,,CDU,7,10,4,8,5,6,2,3,1
5177,,ICU,4,6,3,5,3,3,1,2,0
5178,,Recovery,9,18,5,14,8,7,3,5,1
5179,,Emergency,10,22,7,16,12,10,4,6,2
5180,,Site Clinic,6,10,3,8,5,4,2,3,0
5181,,Sub-Total,81,141,41,94,63,60,24,36,7
5182,,Nursery,3,5,1,3,2,2,1,1,0
5183,,Total,84,146,42,97,65,62,25,37,7
5184,,Med/Surg,10,20,5,15,10,8,5,6,1
5185,,Mat/Surg,8,15,3,12,6,9,3,4,0
5186,,Lying-In,12,25,6,18,14,13,4,7,2
5187,,NICU,5,8,2,6,3,4,1,2,0
5188,,CDU,7,10,4,8,5,6,2,3,1
5189,,ICU,4,6,3,5,3,3,1,2,0
5190,,Recovery,9,18,5,14,8,7,3,5,1
5191,,Emergency,10,22,7,16,12,10,4,6,2
5192,,Site Clinic,6,10,3,8,5,4,2,3,0
5193,,Sub-Total,81,141,41,94,63,60,24,36,7
5194,,Nursery,3,5,1,3,2,2,1,1,0
5195,,Total,84,146,42,97,65,62,25,37,7
5196,,Med/Surg,10,20,5,15,10,8,5,6,1
5197,,Mat/Surg,8,15,3,12,6,9,3,4,0
5198,,Lying-In,12,25,6,18,14,13,4,7,2
5199,,NICU,5,8,2,6,3,4,1,2,0
5200,,CDU,7,10,4,8,5,6,2,3,1
5201,,ICU,4,6,3,5,3,3,1,2,0
5202,,Recovery,9,18,5,14,8,7,3,5,1
5203,,Emergency,10,22,7,16,12,10,4,6,2
5204,,Site Clinic,6,10,3,8,5,4,2,3,0
5205,,Sub-Total,81,141,41,94,63,60,24,36,7
5206,,Nursery,3,5,1,3,2,2,1,1,0
5207,,Total,84,146,42,97,65,62,25,37,7
5208,,Med/Surg,10,20,5,15,10,8,5,6,1
5209,,Mat/Surg,8,15,3,12,6,9,3,4,0
5210,,Lying-In,12,25,6,18,14,13,4,7,2
5211,,NICU,5,8,2,6,3,4,1,2,0
5212,,CDU,7,10,4,8,5,6,2,3,1
5213,,ICU,4,6,3,5,3,3,1,2,0
5214,,Recovery,9,18,5,14,8,7,3,5,1
5215,,Emergency,10,22,7,16,12,10,4,6,2
5216,,Site Clinic,6,10,3,8,5,4,2,3,0
5217,,Sub-Total,81,141,41,94,63,60,24,36,7
5218,,Nursery,3,5,1,3,2,2,1,1,0
5219,,Total,84,146,42,97,65,62,25,37,7
5220,,Med/Surg,10,20,5,15,10,8,5,6,1
5221,,Mat/Surg,8,15,3,12,6,9,3,4,0
5222,,Lying-In,12,25,6,18,14,13,4,7,2
5223,,NICU,5,8,2,6,3,4,1,2,0
5224,,CDU,7,10,4,8,5,6,2,3,1
5225,,ICU,4,6,3,5,3,3,1,2,0
5226,,Recovery,9,18,5,14,8,7,3,5,1
5227,,Emergency,10,22,7,16,12,10,4,6,2
5228,,Site Clinic,6,10,3,8,5,4,2,3,0
5229,,Sub-Total,81,141,41,94,63,60,24,36,7
5230,,Nursery,3,5,1,3,2,2,1,1,0
5231,,Total,84,146,42,97,65,62,25,37,7
5232,,Med/Surg,10,20,5,15,10,8,5,6,1
5233,,Mat/Surg,8,15,3,12,6,9,3,4,0
5234,,Lying-In,12,25,6,18,14,13,4,7,2
5235,,NICU,5,8,2,6,3,4,1,2,0
5236,,CDU,7,10,4,8,5,6,2,3,1
5237,,ICU,4,6,3,5,3,3,1,2,0
5238,,Recovery,9,18,5,14,8,7,3,5,1
5239,,Emergency,10,22,7,16,12,10,4,6,2
5240,,Site Clinic,6,10,3,8,5,4,2,3,0
5241,,Sub-Total,81,141,41,94,63,60,24,36,7
5242,,Nursery,3,5,1,3,2,2,1,1,0
5243,,Total,84,146,42,97,65,62,25,37,7
5244,,Med/Surg,10,20,5,15,10,8,5,6,1
5245,,Mat/Surg,8,15,3,12,6,9,3,4,0
5246,,Lying-In,12,25,6,18,14,13,4,7,2
5247,,NICU,5,8,2,6,3,4,1,2,0
5248,,CDU,7,10,4,8,5,6,2,3,1
5249,,ICU,4,6,3,5,3,3,1,2,0
5250,,Recovery,9,18,5,14,8,7,3,5,1
5251,,Emergency,10,22,7,16,12,10,4,6,2
5252,,Site Clinic,6,10,3,8,5,4,2,3,0
